VAE00001	"K/s VTĐ, Tiến sỹ kỹ thuật"	Tổng Giám đốc
VAE00004	"Kỹ sư cơ giới, Thạc sỹ kỹ thuật"	"Phó Tổng Giám đốc, Giám đốc TTBD Nội Thất"
VAE00003	K/s đặc thiết; Tiến sỹ kỹ thuật	Phó Tổng Giám đốc
VAE00005	K/s cơ giới	Phó Tổng Giám đốc
VAE00008	Cử nhân KT-KTLĐ	Trưởng phòng
VAE00009	"CNKT- QTKD,K/s BHLĐ"	Phó trưởng phòng
VAE00010	Cao đẳng Kế toán	Cán sự
VAE00011	Cử nhân KT-KTLĐ	"Phó trưởng ban, Trưởng phòng"
VAE00013	Cử nhân kinh tế - Kinh tế	Phó trưởng phòng
VAE00015	T/c KT-KH	Cán sự
VAE00017	Cử nhân KT-QTKD	Cán sự
VAE00014	Cử nhân KT-KTLĐ	Chuyên viên
VAE00018	"Kỹ sư cơ giới, Thạc sĩ Kỹ thuật"	"Phó Trưởng ban, Trưởng phòng"
VAE00021	Cử nhân kinh tế	Chuyên viên
VAE00025	CNKT-Kế toán CN; Thạc sỹ QTKD	Kế toán trưởng - Trưởng ban TC-KT
VAE00027	Cử nhân KT-Kế toán CN	Phó trưởng ban
VAE00028	Cử nhân KT-Kế toán	Trưởng phòng
VAE00029	K/s xây dựng	Tổ trưởng
VAE00030	"K/s xây dựng, CNKT-Kế toán"	Chuyên viên
VAE00031	Cử nhân kinh tế - Kế toán	Phó Trưởng phòng
VAE00032	CN kinh tế  - ngành Tài chính	Chuyên viên
VAE00034	Cử nhân KT-Kế toán; Cử nhân Luật	Trưởng phòng
VAE00035	Cử nhân kinh tế -TC-KT	Phó Trưởng phòng
VAE00036	Cử nhân kinh tế -Kế toán	Chuyên viên
VAE00037	Cử nhân kinh tế -Kế toán	Chuyên viên
VAE00038	Cử nhân kinh tế -Kế toán	Chuyên viên
VAE00039	Cử nhân kinh tế -TC-KT	Chuyên viên
VAE00040	T/c TC-KT; Cử nhân kinh tế	Chuyên viên
VAE00041	Cử nhân KT-Kế toán	Chuyên viên
VAE00042	T/c TC-KT; Cử nhân kinh tế	Tổ trưởng
VAE00043	Cử nhân KT-Kế toán	Chuyên viên
VAE00045	K/s Vô tuyến điện; Thạc sỹ KH kỹ thuật	Phó Tổng Giám đốc
VAE00046	Kỹ sư Đặc thiết	Phó trưởng ban
VAE00047	Kỹ sư cơ giới	Giám đốc
VAE00048	Kỹ sư cơ giới	Trưởng ban
VAE00049	Kỹ sư cơ giới	Trưởng phòng
VAE00051	"K/s điện, điện tử"	Trực ban trưởng
VAE00052	Kỹ sư cơ giới	Trưởng phòng
VAE00053	K/s cơ giới	Tổ trưởng
VAE00054	K/s cơ giới; Thạc sỹ QTKD	Trưởng phòng
VAE00056	"Kỹ sư điện, điện tử"	Chuyên viên
VAE00057	Kỹ sư cơ giới	Chuyên viên
VAE00058	"K/s điện, điện tử, thạc sỹ kỹ thuật"	Chuyên viên
VAE00059	Kỹ sư thiết bị HK	Phó trưởng phòng
VAE00060	"Kỹ sư điện, điện tử"	Phó trưởng phòng
VAE00061	"Kỹ sư điện, điện tử"	Chuyên viên
VAE00062	K/s điện hóa	Chuyên viên
VAE00071	Kỹ sư cơ giới	Tổ trưởng
VAE00063	Kỹ sư Cơ giới	Phó Trưởng ban
VAE00064	Kỹ sư cơ giới	Giáo viên
VAE00065	Kỹ sư cơ giới	Kỹ sư máy bay
VAE00066	Thạc sỹ cơ giới; Thạc sỹ kỹ thuật	Kỹ sư
VAE00067	K/s cơ giới; Thạc sỹ kỹ thuật	Kỹ sư máy bay
VAE00072	K/s cơ khí động lực	Chuyên viên
VAE00073	K/s cơ khí	Chuyên viên
VAE00070	Kỹ sư cơ giới	Chuyên viên
VAE00076	"Kỹ sư điện, điện tử"	Kỹ sư
VAE00079	"K/s điện, điện tử"	Chuyên viên
VAE00080	"K/s điện, điện tử"	Tổ trưởng
VAE00082	T/c cơ giới	Tổ trưởng
VAE00084	T/c đặc thiết	Nhân viên
VAE00085	S/c thống kê; CNTK-QTKD	Nhân viên
VAE00086	Kỹ sư VTĐ	Trưởng phòng
VAE00087	Kỹ sư cơ giới	Phó trưởng phòng
VAE00088	Kỹ sư cơ giới	Kỹ sư
VAE00089	Kỹ sư cơ giới	Chuyên viên
VAE00090	Kỹ sư cơ giới	Chuyên viên
VAE00093	Kỹ sư cơ giới	Chuyên viên
VAE00097	Kỹ sư VTĐ	Chuyên viên
VAE00098	Kỹ sư bộ môn	Chuyên viên
VAE00099	S/c thư viện; CNKT-Tài chính KT các DN	Nhân viên
VAE00100	Kỹ sư vô tuyến điện	Trưởng ban
VAE00101	K/s cơ giới; K/s KT Quản trị DN	Phó Trưởng ban
VAE00102	Kỹ sư cơ giới	Đội phó
VAE00104	K/s đặc thiết	Chuyên viên
VAE00106	Kỹ sư cơ giới	Tổ trưởng
VAE00109	Kỹ sư cơ giới	Phó trưởng phòng
VAE00110	K/s cơ giới	Tổ trưởng
VAE00111	K/s cơ giới	Chuyên viên
VAE00113	Kỹ sư cơ giới	Kỹ sư máy bay
VAE00115	Kỹ sư cơ giới	Chuyên viên
VAE00116	K/s cơ giới	Phó trưởng phòng
VAE00117	K/s cơ giới	Chuyên viên
VAE00118	K/s cơ giới	Chuyên viên
VAE00119	Kỹ sư  cơ giới	Tổ trưởng
VAE00120	Kỹ sư cơ giới	Phó Trưởng phòng
VAE00122	Kỹ sư cơ giới	Tổ trưởng
VAE00123	"Kỹ sư điện, điện tử"	Tổ trưởng
VAE00124	"K/s điện, điện tử"	Tổ trưởng
VAE00125	"K/s điện, điện tử"	Chuyên viên
VAE00747	Kỹ sư bộ môn	Chuyên viên
VAE00126	K/s VTĐ	Trưởng phòng
VAE00127	K/s cơ giới	Phó trưởng phòng
VAE00128	"K/s điện, điện tử"	Tổ trưởng
VAE00129	K/s cơ giới	Chuyên viên
VAE00131	K/s cơ khí 	Chuyên viên
VAE00133	Cử nhân khoa học-Tin học; CNKT-QTKD	Trưởng phòng
VAE00135	K/s tin học	Tổ trưởng
VAE00137	Cử nhân KT máy tính	Cán sự
VAE00138	"CN văn hóa ngành Thư viện-Thông tin, CN ngoại ngữ"	Tổ trưởng
VAE00140	Cử nhân văn hóa-Thư viện-Thông tin; Cử nhân tiếng Anh	Chuyên viên
VAE00141	T/c vận tải HK	Nhân viên
VAE00142	T/c vận tải HK	Nhân viên
VAE00143	Cử nhân kinh tế -QTKD	Nhân viên
VAE00144	T/c kế toán	Nhân viên
VAE00145	Cử nhân KH-CNTT; CN Ngoại ngữ-TA	Tổ trưởng
VAE00146	Cử nhân khoa học-Tin học	Chuyên viên
VAE00147	Cử nhân kinh tế - Tin học quản lý	Nhân viên
VAE00149	S/c thư viện; CĐ kế toán	Tổ trưởng
VAE00150	"S/c thư viện, CNKT-Ngoại thương"	Nhân viên
VAE00151	"S/c thư viện, CN ngoại ngữ-Tiếng Nhật"	Nhân viên
VAE00152	Kỹ sư cơ giới	Trưởng ban
VAE00216	Kỹ sư vận tải hàng không	Phó trưởng ban
VAE00153	Cử nhân kinh tế - Kinh tế đối ngoại	Đội trưởng
VAE00154	Kỹ sư cơ giới máy bay	Kỹ sư máy bay
VAE00155	K/s cơ giới	Chuyên viên
VAE00156	S/c thống kê; CN kinh tế	Tổ trưởng
VAE00157	K/s cơ giới	Chuyên viên
VAE00158	Cử nhân kinh tế - QTKD	Chuyên viên
VAE00159	T/c Kế toán	Nhân viên
VAE00160	CĐ xăng dầu	Thủ kho
VAE00161	T/c Kế toán	Nhân viên
VAE00163	S/c bảo quản khí tài	Tổ trưởng
VAE00164	T/c thống kê	Tổ phó
VAE00165	Cử nhân Nga văn	Tổ phó
VAE00166	"T/c điện tử, viễn thông"	Thủ kho TBVL mb
VAE00167	Cử nhân kinh tế-Luật	Thủ kho TBVL mb
VAE00168	Cử nhân kinh tế- QTKD	Thủ kho TBVL mb
VAE00169	S/c hậu cần	Thủ kho TBVL mb
VAE00170	Tốt nghiệp PTTH	Thủ kho TBVL mb
VAE00172	Thợ điện	Tổ phó
VAE00173	CN ngoại ngữ -Tiếng Anh	Thủ kho TBVL mb
VAE00174	Cử nhân KT-QTKD	Thủ kho TBVL mb
VAE00175	S/c săng dầu	Thủ kho x.dầu-hoá chất
VAE00176	T/c đặc thiết	Thủ kho x.dầu-hoá chất
VAE00177	S/c bảo quản giao nhận XD	Thủ kho x.dầu-hoá chất
VAE00178	K/s nông học	Thủ kho tạp phẩm
VAE00179	S/c bảo quản khí tài	Thủ kho VTPTMB
VAE00180	S/c thống kê	Thủ kho VTPTMB
VAE00181	Thợ cơ giới	Tổ trưởng
VAE00182	Thợ điện dân dụng và XN	Thủ kho VTPTMB
VAE00183	T/c hạch toán kế toán	Thủ kho VTPTMB
VAE00184	Kỹ sư Công nghệ kỹ thuật điện	Nhân viên
VAE00189	K/s cơ giới	Đội phó
VAE00190	Cử nhân kinh tế	Nhân viên
VAE00191	Tốt nghiệp PTTH	Nhân viên
VAE00192	"T/c xây dựng cầu, đường bộ "	Nhân viên
VAE00193	K/s công nghệ thông tin	Nhân viên
VAE00194	K/s cơ giới	Trưởng phòng
VAE00195	Cử nhân KT-KTTM	Trưởng phòng
VAE00196	CĐ công nghệ thông tin	Nhân viên
VAE00197	CN ngoại ngữ -Tiếng Anh	Phó Trưởng phòng
VAE00198	CNKT - Luật kinh tế	Nhân viên
VAE00200	T/c QLKT	Nhân viên
VAE00201	CNKT - Thương mại quốc tế	Tổ trưởng
VAE00202	CNKT - Quản trị KDTM	Chuyên viên
VAE00203	CNKT - KT ngoại thương	Chuyên viên
VAE00204	K/s k.tế năng lượng; K/s Điện tử viễn thông	Trưởng phòng
VAE00205	CNKT - Kinh doanh TM; Thạc sỹ QTKD	Phó Trưởng phòng
VAE00206	T/c cơ khí	Tổ phó
VAE00207	K/s thiết bị điện	Chuyên viên
VAE00208	T/c vận tải Hàng không	Nhân viên
VAE00209	K/s kinh tế vận tải và du lịch	Nhân viên
VAE00211	Thợ điện CN	Nhân viên
VAE00212	N/v vật tư	Tổ trưởng
VAE00213	Cử nhân kinh tế	Nhân viên
VAE00215	Cử nhân NN -Anh văn	Nhân viên
VAE00217	K/s cơ giới máy bay	Trưởng phòng
VAE00220	"K/s điện, điện tử MB; Thạc sĩ QTKD"	Phó trưởng phòng
VAE00221	Cử nhân kinh tế-Kinh tế đối ngoại	Chuyên viên
VAE00222	Cử nhân kinh tế - kế toán	Chuyên viên
VAE00223	Cử nhân KT ngành Kinh tế bảo hiểm	Chuyên viên
VAE00226	S/c thống kê	Nhân viên
VAE00227	S/c thống kê	Tổ phó
VAE00230	T/c Hạch toán Kế toán	Nhân viên
VAE00232	Thợ cơ giới máy bay	Tổ trưởng
VAE00233	T/c Vận tải hàng không	Nhân viên
VAE00234	T/c Vận tải hàng không	Nhân viên
VAE00235	T/c kế toán	Nhân viên
VAE00237	CNKT-QTKD	Tổ trưởng
VAE00239	N/v vật tư	Phó Trưởng phòng
VAE00240	N/v vật tư	N/v xuất khẩu
VAE00241	N/v vật tư	N/v nhập khẩu
VAE00242	N/v vật tư	N/v nhập khẩu
VAE00243	N/v vật tư	N/v giao nhận nội địa
VAE00244	N/v vật tư	Tổ phó
VAE00245	N/v vật tư	N/v giao nhận nội địa
VAE00246	N/v vật tư	N/v giao nhận nội địa
VAE00265	T/c XD	Nhân viên
VAE00249	Thủ kho TBVL MB	Thủ kho
VAE00251	Thợ tiện	Thủ kho
VAE00247	C.Đ ngành Cơ khí chế tạo	Tổ trưởng
VAE00252	Thủ kho TBVL MB	Thủ kho
VAE00253	CĐ điện lạnh	Thủ kho
VAE00254	Thợ điện	Thủ kho
VAE00256	Thợ bộ môn	Nhân viên
VAE00257	CĐ công nghệ ngành hóa	Tổ phó
VAE00258	Thủ kho TBVL MB	Nhân viên
VAE00260	Thợ cơ khí; thanh tra kho	Tổ trưởng
VAE00261	Kỹ thuật Hàng không - K/s cơ giới	Chuyên viên
VAE00263	TC Vô tuyến điện	Nhân viên
VAE00264	Thợ KT máy bay	Nhân viên
VAE00266	Kỹ sư vô tuyến điện; Thạc sỹ KH kỹ thuật	Trưởng ban
VAE00267	Kỹ sư đặc thiết	Trưởng ban
VAE00268	K/s Kinh tế tổ chức và vận tải HK	Phó Trưởng ban
VAE00269	CNKT- Kinh doanh TM	Phó trưởng phòng
VAE00270	Cử nhân kinh tế-KTKH	Tổ trưởng
VAE00271	Cử nhân KT Thủy Lợi	Chuyên viên
VAE00272	CNKT- Quản lý kinh doanh	Chuyên viên
VAE00273	K/s thiết bị điện	Chuyên viên
VAE00274	Cử nhân Luật-Luật KT	Chuyên viên
VAE00277	K/s cơ giới; Cử nhân QTKD quốc tế; CN Ngoại ngữ - Anh văn	Trưởng phòng
VAE00278	K/s thiết bị HK; Cử nhân QTKD	Trưởng phòng
VAE00280	"K/s điện, điện tử"	Tổ trưởng
VAE00281	"K/s điện, điện tử"	Tổ phó
VAE00282	K/s cơ giới	Tổ trưởng
VAE00286	K/s cơ giới	Chuyên viên
VAE00287	K/s cơ giới	Kỹ sư
VAE00288	"K/s điện, điện tử"	Chuyên viên
VAE00290	"K/s điện, điện tử"	Trưởng phòng
VAE00291	"K/s điện, điện tử"	Phó Trưởng ban
VAE00293	Cử nhân cao đẳng tín dụng	Trưởng phòng
VAE00294	CNKT - KT ngoại thương	Trưởng phòng
VAE00298	Cử nhân Luật	Phó trưởng phòng
VAE00299	K/s Cơ khí HK; Thạc sỹ QTKD	Phó trưởng ban
VAE00304	Bác sỹ Đa khoa	Chuyên viên
VAE00308	Nhân viên Hành chính	Nhân viên
VAE00310	CĐ công nghệ thông tin	N/v hành chính
VAE00311	Cao đẳng tin học	Nhân viên
VAE00312	T/c điện nước	Nhân viên
VAE00314	T/c văn thư lưu trữ	"N/v VT, lưu trữ"
VAE00315	T/c văn thư lưu trữ	"N/v VT, lưu trữ"
VAE00316	T/c văn thư lưu trữ	"N/v VT, lưu trữ"
VAE00317	Tốt nghiệp PTTH	Nhân viên
VAE00318	Tốt nghiệp PTTH	N/v phục vụ
VAE00320	Thạc sỹ kỹ thuật	Chuyên viên
VAE00321	"Kỹ sư xây dựng, Cử nhân kinh tế"	Trưởng ban
VAE00322	Kỹ sư xây dựng	Chuyên viên
VAE00323	K/s xây dựng	Chuyên viên
VAE00325	"K/s XD đường ô tô, Th.sỹ QTKD"	Chuyên viên
VAE00329	"N/v bảo vệ, an ninh"	Tổ trưởng
VAE00330	"N/v bảo vệ, an ninh"	Nhân viên
VAE00331	"N/v bảo vệ, an ninh"	Nhân viên vận hành HT PCCC
VAE00332	"N/v bảo vệ, an ninh"	Nhân viên
VAE00333	"N/v bảo vệ, an ninh"	Nhân viên
VAE00334	"N/v bảo vệ, an ninh"	Nhân viên
VAE00335	"N/v bảo vệ, an ninh"	Nhân viên
VAE00336	"N/v bảo vệ, an ninh"	Nhân viên
VAE00337	"N/v bảo vệ, an ninh"	Nhân viên
VAE00338	"N/v bảo vệ, an ninh"	Nhân viên
VAE00339	"N/v bảo vệ, an ninh"	Nhân viên
VAE00342	"N/v bảo vệ, an ninh"	Nhân viên
VAE00343	"N/v bảo vệ, an ninh"	Tổ trưởng
VAE00344	"N/v bảo vệ, an ninh"	Tổ trưởng
VAE00345	"N/v bảo vệ, an ninh"	Tổ trưởng
VAE00346	"N/v bảo vệ, an ninh"	Nhân viên
VAE00347	"N/v bảo vệ, an ninh"	Nhân viên
VAE00349	"N/v bảo vệ, an ninh"	Nhân viên
VAE00350	"N/v bảo vệ, an ninh"	Nhân viên
VAE00351	"N/v bảo vệ, an ninh"	Nhân viên
VAE00352	Thợ điện công nghiệp	Nhân viên
VAE00353	T/c xây dựng Dân dụng và Công nghiệp	Nhân viên
VAE00355	"N/v bảo vệ, an ninh; CNKT"	Nhân viên
VAE00356	Thợ kỹ thuật hàng không	Thợ kỹ thuật hàng không
VAE00358	CNKT - Kế toán	Chuyên viên
VAE00359	Lái xe	N/v lái xe
VAE00360	Lái xe	N/v lái xe
VAE00361	Lái xe	N/v lái xe
VAE00362	Lái xe 	N/v lái xe
VAE00363	Lái xe	N/v lái xe
VAE00364	Lái xe	N/v lái xe
VAE00365	Lái xe	N/v lái xe
VAE00366	Lái xe	N/v lái xe
VAE00367	Lái xe	N/v lái xe
VAE00368	Lái xe	N/v lái xe
VAE00369	Lái xe	N/v lái xe
VAE00370	Lái xe 	N/v lái xe
VAE00372	Lái xe	"N/v lái, vận hành TTBMĐ"
VAE00373	Lái xe	N/v lái xe
VAE00374	Lái xe	N/v lái xe
VAE00375	Lái xe	N/v lái xe
VAE00376	Lái xe	N/v lái xe
VAE00377	Lái xe; CNKT ngành Tài chính	Đội trưởng
VAE00379	Lái xe 	N/v lái xe
VAE00380	Lái xe 	Đội phó
VAE00381	Lái xe	N/v lái xe
VAE00384	K/s kinh tế và quản lý DN	Chuyên viên
VAE00386	Cử nhân KT-Kế toán	Chuyên viên công tác Công đoàn
VAE00387	"Cử nhân KT-Kế toán, T/c hạch toán kế toán"	Chuyên viên
VAE00390	Cử nhân KT-Kế toán	Chánh Văn phòng
VAE00392	Cử nhân KT- Xã hội học; Cử nhân Luật	Phó chủ nhiệm chuyên trách Ủy ban kiểm tra Đảng ủy Công ty
VAE00393	Cử nhân KT- QTKD	Chuyên viên
VAE00394	"C/b Chính trị, thợ MB, Kỹ sư  QTrị Doanh nghiệp ngành kinh tế kỹ thuật"	Chuyên viên
VAE00395	CN kinh tế - QTKD và CĐ	Cán sự
VAE00398	N/v nấu ăn	Nhân viên
VAE00400	K/s cơ giới	Phó giám đốc
VAE00401	K/s VTĐ	Phó giám đốc
VAE00404	Cử nhân Ktế-TCKT	Cán sự
VAE00405	CĐ kinh tế -TCKT	N/v thống kê
VAE00406	K/s Cơ giới	Phó Trưởng phòng
VAE00407	K/s thiết bị HK	Đội phó
VAE00408	Kỹ sư Cơ khí HK	Phó trưởng phòng
VAE00409	K/s Cơ giới	Tổ phó
VAE00410	Kỹ sư Cơ giới	Tổ trưởng
VAE00412	"K/s điện, điện tử"	Kỹ sư
VAE00413	"K/s điện, điện tử"	Tổ phó
VAE00416	Kỹ sư cơ giới	Tổ phó
VAE00415	Kỹ sư cơ giới	Kỹ sư
VAE00417	"K/s điện, điện tử"	Kỹ sư
VAE00418	Kỹ sư cơ giới máy bay	Kỹ sư máy bay
VAE00420	K/s cơ giới	Chuyên viên
VAE00422	Thạc sỹ cơ giới	Kỹ sư
VAE00423	K/s cơ giới	Kỹ sư
VAE00425	Kỹ sư cơ giới	Tổ phó
VAE00426	K/s cơ giới	Tổ trưởng
VAE00424	K/s cơ giới	Kỹ sư
VAE00427	"K/s điện, điện tử"	Tổ trưởng
VAE00428	K/s cơ giới	Chuyên viên
VAE00429	Kỹ sư bộ môn	Chuyên viên
VAE00437	Thợ VTĐ	Tổ trưởng
VAE00438	K/s Cơ khí HK	Tổ phó
VAE00439	Kỹ sư cơ giới	Tổ trưởng
VAE00440	Thạc sỹ cơ giới 	Tổ phó
VAE00441	"K/s điện, điện tử"	Kỹ sư
VAE00442	Thợ cơ giới	Tổ phó
VAE00443	Thợ cơ giới	Nhân viên
VAE00444	Thợ cơ giới	Nhân viên
VAE00445	Thợ cơ giới	Nhân viên
VAE00446	Thợ cơ giới	Tổ phó
VAE00447	Thợ cơ giới	Nhân viên
VAE00448	Thợ cơ giới	Nhân viên
VAE00449	Thợ cơ giới	Nhân viên
VAE00450	Thợ cơ giới	Nhân viên
VAE00451	"Thợ điện, điện tử"	Nhân viên
VAE00452	"Thợ điện, điện tử"	Tổ phó
VAE00453	Thợ cơ giới	Nhân viên
VAE00454	"Thợ điện, điện tử"	Nhân viên
VAE00455	"Thợ điện, điện tử"	Tổ phó
VAE00456	Thợ cơ giới	Nhân viên
VAE00457	Thợ cơ giới	Nhân viên
VAE00459	T/c cơ giới	Tổ trưởng
VAE00460	Kỹ sư cơ giới	Đội phó
VAE00461	Thạc sỹ cơ giới 	Kỹ sư
VAE00462	T/c cơ giới	Tổ phó
VAE00463	Thợ cơ giới	Nhân viên
VAE00464	Thợ cơ giới	Nhân viên
VAE00465	Thợ cơ giới	Nhân viên
VAE00466	Thợ cơ giới	Nhân viên
VAE00467	Thợ cơ giới	Nhân viên
VAE00468	Thợ cơ giới	Nhân viên
VAE00469	Thợ cơ giới	Nhân viên
VAE00470	Thợ cơ giới	Nhân viên
VAE00471	Thợ cơ giới	Nhân viên
VAE00472	Thợ cơ giới	Nhân viên
VAE00473	Thợ cơ giới	Nhân viên
VAE00474	Thợ cơ giới	Nhân viên
VAE00476	"Thợ điện, điện tử"	Nhân viên
VAE00477	"Thợ điện, điện tử"	Nhân viên
VAE00478	"Thợ điện, điện tử"	Nhân viên
VAE00479	"Thợ điện, điện tử"	Nhân viên
VAE00480	"Thợ điện, điện tử"	Nhân viên
VAE00482	Kỹ sư cơ giới	Đội phó
VAE00483	Kỹ sư Cơ khí HK	Chuyên viên
VAE00484	Kỹ sư cơ giới	Tổ trưởng
VAE00485	T/c cơ giới	Nhân viên
VAE00486	Thợ cơ giới	Nhân viên
VAE00487	Thợ cơ giới	Nhân viên
VAE00488	Thợ cơ giới	Nhân viên
VAE00489	Thợ cơ giới	Nhân viên
VAE00490	Thợ cơ giới	Nhân viên
VAE00492	Thợ cơ giới	Nhân viên
VAE00493	Thợ cơ giới	Nhân viên
VAE00494	Thợ cơ giới	Nhân viên
VAE00495	Thợ cơ giới	Nhân viên
VAE00497	Thợ cơ giới	Nhân viên
VAE00498	Thợ cơ giới	Nhân viên
VAE00499	Thợ VTĐ	Tổ phó
VAE00500	"Thợ điện, điện tử"	Nhân viên
VAE00501	"Thợ điện, điện tử"	Tổ trưởng
VAE00503	"Kỹ sư điện, điện tử"	Đội trưởng
VAE00504	"Kỹ sư điện, điện tử"	Trưởng phòng
VAE00505	"Kỹ sư điện, điện tử"	Kỹ sư
VAE00506	"K/s điện, điện tử"	Kỹ sư
VAE00507	T/c đặc thiết	Tổ phó
VAE00508	"Thợ điện, điện tử"	Tổ phó
VAE00509	"Thợ điện, điện tử"	Tổ phó
VAE00511	"Thợ điện, điện tử"	Nhân viên
VAE00512	"Thợ điện, điện tử"	Nhân viên
VAE00514	T/c cơ giới	Đội trưởng
VAE00515	Kỹ sư cơ giới	Kỹ sư
VAE00516	Kỹ sư cơ giới máy bay	Đội trưởng
VAE00517	K/s cơ giới máy bay	Tổ phó
VAE00519	Thợ cơ giới	Nhân viên
VAE00520	Thợ cơ giới	Nhân viên
VAE00521	Thợ cơ giới	Nhân viên
VAE00522	"Thợ điện, điện tử "	Nhân viên
VAE00523	T/c cơ giới	Nhân viên
VAE00524	"Thợ điện, điện tử"	Nhân viên
VAE00525	Thợ cơ giới	Nhân viên
VAE00528	"Thợ điện, điện tử "	Nhân viên
VAE00529	"Thợ điện, điện tử"	Nhân viên
VAE00530	"Thợ điện, điện tử "	Nhân viên
VAE00531	"Thợ điện, điện tử"	Nhân viên
VAE00533	Kỹ sư cơ giới	Đội trưởng
VAE00534	K/s cơ giới	Tổ trưởng
VAE00535	Thợ cơ giới	Nhân viên
VAE00536	Thợ cơ giới	Nhân viên
VAE00537	Thợ cơ giới	Nhân viên
VAE00538	Thợ cơ giới	Nhân viên
VAE00539	Thợ cơ giới	Nhân viên
VAE00540	Thợ cơ giới	Tổ trưởng
VAE00541	Thợ cơ giới	Nhân viên
VAE00542	Thợ cơ giới 	Nhân viên
VAE00543	Thợ cơ giới	Nhân viên
VAE00544	Thợ cơ giới	Nhân viên
VAE00545	Kỹ sư cơ giới	Kỹ sư
VAE00546	T/c cơ giới	Tổ phó
VAE00547	K/s cơ giới	Kỹ sư máy bay
VAE00548	Kỹ sư cơ giới	Kỹ sư
VAE00549	T/c cơ giới	Nhân viên
VAE00550	Thợ cơ giới	Nhân viên
VAE00551	Thợ cơ giới	Nhân viên
VAE00552	Thợ cơ giới	Nhân viên
VAE00553	Thợ cơ giới	Nhân viên
VAE00554	Thợ cơ giới 	Nhân viên
VAE00555	Thợ cơ giới 	Nhân viên
VAE00556	Thợ cơ giới	Nhân viên
VAE00557	Thợ cơ giới	Nhân viên
VAE00558	Thợ đặc thiết	Tổ trưởng
VAE00559	"Kỹ sư điện, điện tử"	Phó trưởng phòng
VAE00560	"K/s điện, điện tử"	Kỹ sư
VAE00561	"K/s điện, điện tử"	Kỹ sư
VAE00562	Kỹ sư bộ môn máy bay	Tổ trưởng
VAE00563	"Thợ điện, điện tử "	Nhân viên
VAE00564	"Thợ điện, điện tử"	Nhân viên
VAE00565	"Thợ điện, điện tử"	Nhân viên
VAE00566	Kỹ sư Cơ giới; CNKT-QTKD CN và XDCB	Đội trưởng
VAE00569	"Thợ gò, tán"	Tổ trưởng
VAE00570	K/s cơ giới	Tổ phó
VAE00571	Thợ nguội 	Nhân viên
VAE00573	Thợ cơ giới	Nhân viên
VAE00574	Thợ gò	Nhân viên
VAE00575	"Thợ gò, tán"	Nhân viên
VAE00576	"Thợ gò, tán"	Nhân viên
VAE00578	Thợ nguội	Nhân viên
VAE00579	Thợ nguội	Nhân viên
VAE00580	Thợ tiện	Nhân viên
VAE00582	Thợ nguội 	Nhân viên
VAE00583	Thợ nguội 	Nhân viên
VAE00584	"Thợ gò, hàn "	Nhân viên
VAE00585	"Thợ hàn, gò "	Nhân viên
VAE00586	Thợ nguội 	Nhân viên
VAE00587	Thợ nguội 	Nhân viên
VAE00588	"Thợ gò, hàn "	Nhân viên
VAE00589	Kỹ sư cơ khí	Đội phó
VAE00591	Kỹ sư cơ giới máy bay	Kỹ sư
VAE00592	"Thợ gò, tán"	Tổ trưởng
VAE00593	Thợ khung sườn	Nhân viên
VAE00594	Thợ khung sườn	Nhân viên
VAE00595	CĐ cơ tin kỹ thuật	Kỹ sư
VAE00596	CĐ cơ khí	Nhân viên
VAE00597	Thợ nguội 	Nhân viên
VAE00598	Thợ nguội 	Nhân viên
VAE00599	"Thợ hàn, gò "	Nhân viên
VAE00602	Thợ cơ giới	Đội phó
VAE00609	Thợ cơ giới	Nhân viên
VAE00610	Thợ cơ giới	Nhân viên
VAE00611	Thợ TBMĐ	Nhân viên
VAE00612	Thợ TBMĐ	Nhân viên
VAE00613	Thợ cơ giới	Nhân viên
VAE00614	T/c cơ giới	Nhân viên
VAE00615	T/c cơ giới	Nhân viên
VAE00616	T/c Cơ khí chế tạo máy	Tổ phó
VAE00617	"Thợ gò, hàn"	Nhân viên
VAE00618	T/c điện tự động hoá	Nhân viên
VAE00619	Thợ hàn điện 	Nhân viên
VAE00620	Thợ cắt gọt kim loại 	Nhân viên
VAE00622	Thợ điện	Tổ trưởng
VAE00624	T/c cơ yếu	Nhân viên
VAE00625	Thợ điện	Nhân viên
VAE00626	Thợ điện	Nhân viên
VAE00627	Thợ điện	Nhân viên
VAE00628	Kỹ sư bộ môn	Kỹ sư máy bay
VAE00629	Thợ điện	Nhân viên
VAE00630	Thợ điện	Nhân viên
VAE00631	Thợ điện	Nhân viên
VAE00632	T/c điện	Nhân viên
VAE00633	Thợ điện	Nhân viên
VAE00634	Thợ điện	Nhân viên
VAE00635	Thợ điện lạnh	Tổ phó
VAE00636	K/s hệ thống điện	Nhân viên
VAE00637	T/c hệ thống điện	Nhân viên
VAE00638	Thợ điện dân dụng và công nghiệp	Nhân viên
VAE00639	S/c v/h ht khí nén	Nhân viên
VAE00640	S/c v/h ht khí nén	Nhân viên
VAE00641	S/c v/h ht khí nén	Nhân viên
VAE00642	Thợ s/c điện lạnh	Nhân viên
VAE00643	Thợ cơ giới	Tổ trưởng
VAE00645	Vệ sinh	Nhân viên
VAE00649	Vệ sinh	Nhân viên
VAE00650	Thợ cơ giới	Nhân viên
VAE00651	Vệ sinh	Nhân viên
